0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
200.69637,200.86686,200.82896,200.88534,200.91946,200.93953,200.92996,200.95213,200.9761,201.00776,201.0255,201.04916,201.10232,201.2005,201.10735,201.17285,201.20107,201.25249,201.2935,201.29358,201.34217,201.35412,201.40126,201.47492,201.46749
200.7696,200.77385,200.82222,200.86756,200.87558,200.87519,200.9606,200.97698,201.01298,201.02318,201.06986,201.0691,201.10934,201.05738,201.16161,201.17319,201.19627,201.21056,201.23177,201.28649,201.33816,201.33688,201.37177,201.37527,201.35283
200.87746,200.83949,200.88134,200.86259,200.94261,200.94117,200.92546,200.98183,201.02873,201.06951,201.05793,201.10597,201.1435,201.14368,201.1617,201.21631,201.2303,201.25992,201.28541,201.29375,201.29102,201.37737,201.39354,201.36834,201.50946
200.73998,200.8214,200.84553,200.86943,200.90153,200.98612,200.96144,201.01585,201.01806,201.08479,201.14169,201.11738,201.16075,201.17836,201.2137,201.22991,201.25733,201.25294,201.29439,201.28167,201.34234,201.36467,201.40601,201.42949,201.43701
200.80379,200.79996,200.87146,200.9168,200.89188,200.93211,200.98754,201.00745,201.02841,201.0258,201.08001,201.11867,201.09973,201.15681,201.21435,201.19098,201.22706,201.24467,201.26718,201.36328,201.31588,201.32578,201.34713,201.4441,201.44897
200.84658,200.86454,200.84671,200.90134,200.95783,200.93851,200.97088,201.00846,201.06638,201.08779,201.10881,201.1417,201.14922,201.18328,201.16629,201.2504,201.24549,201.29099,201.28399,201.2628,201.35509,201.3864,201.38546,201.38589,201.41075
200.80455,200.84015,200.89322,200.88146,200.89116,200.97667,201.03287,201.02867,201.00694,201.02507,201.07201,201.09687,201.15295,201.16348,201.18817,201.1948,201.23028,201.27394,201.31776,201.35598,201.34472,201.31731,201.37296,201.45411,201.48375
200.804,200.82835,200.85685,200.92034,200.98564,200.97462,200.95636,200.99059,201.06962,201.09613,201.09727,201.13722,201.17648,201.21409,201.23545,201.23019,201.26876,201.28615,201.28108,201.29857,201.36629,201.39958,201.39201,201.34991,201.41219
200.81,200.86784,200.89651,200.91551,200.88183,200.89677,200.99154,201.02429,201.0451,201.10356,201.10803,201.134,201.1413,201.14163,201.18679,201.25068,201.27788,201.27083,201.30546,201.33203,201.31289,201.35927,201.42632,201.40491,201.4135
200.81326,200.82519,200.85048,200.86248,200.93752,201.00143,201.00143,201.02349,201.04512,201.04436,201.08521,201.10826,201.13293,201.17138,201.20163,201.19475,201.22033,201.26816,201.28179,201.30013,201.32889,201.36124,201.3738,201.45359,201.44509
