0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23
200.90420, 200.73246, 200.81730, 200.71641, 200.75238, 200.72070, 200.64960, 200.65997, 200.67413, 200.63385, 200.54623, 200.59852, 200.56369, 200.47995, 200.50897, 200.51981, 200.42358, 200.44751, 200.39756, 200.36540, 200.37763, 200.36499, 200.39392
200.83803, 200.72878, 200.81229, 200.69875, 200.73593, 200.72200, 200.62448, 200.67226, 200.65425, 200.62811, 200.55261, 200.59842, 200.56796, 200.50049, 200.47305, 200.51471, 200.39902, 200.43402, 200.38556, 200.40357, 200.33652, 200.31973, 200.40845
200.79281, 200.75436, 200.77059, 200.70301, 200.72864, 200.68201, 200.68634, 200.65717, 200.66211, 200.60736, 200.51618, 200.62830, 200.53815, 200.51138, 200.46677, 200.48071, 200.42450, 200.40228, 200.39844, 200.32953, 200.34259, 200.37347, 200.37269
200.77099, 200.77699, 200.72009, 200.75187, 200.71999, 200.62817, 200.69741, 200.65332, 200.66206, 200.59693, 200.53430, 200.57654, 200.58154, 200.51074, 200.45151, 200.44911, 200.45400, 200.37794, 200.38861, 200.33307, 200.36637, 200.33030, 200.30261
200.73981, 200.78538, 200.69302, 200.74230, 200.67776, 200.66779, 200.71816, 200.65203, 200.64856, 200.55402, 200.57557, 200.53021, 200.57370, 200.47771, 200.48924, 200.43467, 200.42368, 200.44476, 200.30692, 200.41554, 200.29843, 200.25778, 200.34578
200.78903, 200.69085, 200.71835, 200.75276, 200.65132, 200.70448, 200.68417, 200.66462, 200.61647, 200.59083, 200.55155, 200.52610, 200.53131, 200.48896, 200.49518, 200.46305, 200.36577, 200.43306, 200.35213, 200.35442, 200.28538, 200.33177, 200.30726
200.80422, 200.67249, 200.74596, 200.71860, 200.65590, 200.71802, 200.67594, 200.63818, 200.60860, 200.60633, 200.52438, 200.52997, 200.52937, 200.47631, 200.51602, 200.42860, 200.40033, 200.35026, 200.40447, 200.32362, 200.31776, 200.30786, 200.27943
200.76991, 200.66767, 200.77180, 200.68534, 200.68001, 200.72923, 200.65959, 200.63147, 200.60347, 200.57835, 200.53032, 200.53060, 200.49812, 200.49753, 200.46113, 200.45303, 200.40551, 200.33590, 200.41292, 200.26807, 200.37027, 200.24824, 200.26117
200.74227, 200.69891, 200.72557, 200.67907, 200.70863, 200.68655, 200.67896, 200.62230, 200.61780, 200.54351, 200.54635, 200.52112, 200.48852, 200.47243, 200.46315, 200.45337, 200.40699, 200.31049, 200.37349, 200.34492, 200.30405, 200.23973, 200.29464
200.71592, 200.72256, 200.71289, 200.68881, 200.71576, 200.68326, 200.63519, 200.64250, 200.55760, 200.56765, 200.55514, 200.51493, 200.47836, 200.46645, 200.43521, 200.45187, 200.39329, 200.35870, 200.32965, 200.36227, 200.24757, 200.29145, 200.27657
200.67694, 200.76230, 200.67230, 200.69145, 200.72037, 200.68765, 200.61068, 200.61419, 200.56229, 200.56091, 200.53222, 200.51613, 200.50809, 200.44327, 200.40786, 200.44895, 200.40144, 200.38015, 200.30850, 200.34814, 200.24158, 200.29467, 200.27372
