0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
199.61613,199.61553,199.6291,199.66374,199.68165,199.70098,199.72261,199.74572,199.76615,199.79073,199.80939,199.84343,199.86396,199.88987,199.9093,199.9396,199.97107,200.01447,200.05569,200.10397,200.13351,200.15819,200.14994,200.1417
199.65383,199.6633,199.69588,199.72995,199.75371,199.78885,199.81579,199.84126,199.86892,199.89009,199.9121,199.93487,199.96316,199.98688,200.01159,200.03996,200.06269,200.08861,200.11605,200.15291,200.19056,200.22446,200.22722,200.23
199.69909,199.74342,199.77816,199.81082,199.85032,199.88069,199.9146,199.9464,199.97885,200.0074,200.0341,200.06062,200.08647,200.10537,200.12995,200.14902,200.16687,200.18705,200.20349,200.23527,200.2632,200.28789,200.30378,200.31967
199.77458,199.82586,199.8738,199.91779,199.95662,199.99059,200.03234,200.06429,200.0983,200.12925,200.15844,200.18112,200.20334,200.22929,200.25353,200.27136,200.28802,200.30661,200.3295,200.34706,200.3613,200.3842,200.40148,200.41876
199.87837,199.92891,199.975,200.02003,200.06512,200.10915,200.15121,200.19197,200.22551,200.25805,200.28847,200.31908,200.34497,200.36968,200.3846,200.40007,200.41428,200.42785,200.43547,200.45074,200.45875,200.46925,200.49221,200.51516
199.96486,200.02524,200.08479,200.13994,200.18332,200.22982,200.27007,200.30985,200.34951,200.38937,200.42593,200.45407,200.47347,200.48937,200.50314,200.51875,200.53016,200.54615,200.55148,200.55193,200.56228,200.56724,200.57346,200.57968
200.07267,200.13262,200.18082,200.23047,200.28379,200.33351,200.37733,200.42417,200.45956,200.49425,200.53273,200.56255,200.58942,200.60502,200.62156,200.63092,200.64366,200.64866,200.65522,200.65441,200.65235,200.66002,200.65762,200.65523
200.15978,200.21319,200.2732,200.33377,200.39031,200.44212,200.49167,200.53642,200.58135,200.62008,200.64897,200.67919,200.69953,200.71733,200.73518,200.74918,200.7506,200.75699,200.76117,200.7592,200.7522,200.74316,200.73825,200.73335
200.24771,200.3076,200.36804,200.42685,200.47952,200.53565,200.58227,200.62807,200.67016,200.70636,200.73926,200.76454,200.79299,200.81362,200.82806,200.83822,200.84476,200.85598,200.84627,200.84032,200.83215,200.8295,200.82154,200.81359
200.33356,200.38937,200.44561,200.50065,200.55861,200.60936,200.66043,200.70561,200.75261,200.79013,200.82374,200.85072,200.87332,200.90042,200.91547,200.9228,200.9312,200.92183,200.9216,200.91869,200.91171,200.89876,200.88832,200.87788
200.39708,200.45864,200.51655,200.57147,200.62815,200.68442,200.73334,200.78435,200.82716,200.85997,200.89797,200.92743,200.95055,200.96735,200.98683,200.99603,201.00064,200.99489,200.99098,200.98507,200.97521,200.96261,200.95095,200.93928
200.43731,200.49901,200.55988,200.62206,200.67579,200.73397,200.78622,200.83621,200.88217,200.92904,200.9611,200.99244,201.01088,201.03288,201.04402,201.04901,201.0527,201.0536,201.05169,201.043,201.02798,201.01612,201.00177,200.98741
200.45207,200.52884,200.59655,200.66081,200.72144,200.7787,200.83318,200.87893,200.92194,200.9663,200.99907,201.02805,201.05453,201.071,201.08828,201.09414,201.09877,201.08985,201.08216,201.07339,201.06766,201.05118,201.04028,201.02939
200.48276,200.55834,200.62579,200.68993,200.75116,200.80404,200.86059,200.90863,200.95675,200.99416,201.02682,201.05898,201.08355,201.09949,201.10976,201.12025,201.12352,201.12204,201.11319,201.10886,201.09718,201.08243,201.06624,201.05007
200.50702,200.58064,200.65033,200.71213,200.77018,200.82674,200.88142,200.92882,200.96979,201.00852,201.04357,201.07143,201.09586,201.10989,201.11932,201.14356,201.1399,201.13615,201.13048,201.11888,201.11056,201.1072,201.10389,201.10058
200.5424,200.59571,200.65801,200.71722,200.77617,200.82993,200.88058,200.92762,200.96957,201.00698,201.03796,201.067,201.09062,201.1095,201.11973,201.12735,201.13467,201.13451,201.12966,201.12421,201.12312,201.11551,201.10538,201.09526
200.54876,200.60356,200.65822,200.70988,200.76639,200.81443,200.86299,200.90974,200.95053,200.98536,201.02036,201.04375,201.06555,201.08868,201.10785,201.10568,201.11273,201.12044,201.12825,201.12144,201.11943,201.11455,201.10503,201.09551
200.5433,200.59708,200.64714,200.70076,200.74711,200.796,200.84105,200.8805,200.92235,200.95514,200.98748,201.01827,201.04556,201.06209,201.07584,201.09117,201.09776,201.1037,201.1029,201.10825,201.10558,201.10564,201.10795,201.11027
200.53077,200.58115,200.62878,200.67481,200.71942,200.76884,200.806,200.84843,200.88512,200.92167,200.94922,200.97947,200.99867,201.02463,201.03747,201.04779,201.05977,201.07091,201.08007,201.08743,201.08861,201.08545,201.09843,201.11141
200.51604,200.56134,200.60513,200.6515,200.69131,200.73004,200.76607,200.81084,200.84257,200.87606,200.90751,200.93402,200.95753,200.97739,200.99812,201.01099,201.02354,201.03923,201.04687,201.05707,201.06638,201.08368,201.09597,201.10826
200.49464,200.54008,200.58336,200.62434,200.66623,200.70033,200.73944,200.76835,200.80013,200.83046,200.86158,200.88682,200.91052,200.93271,200.95663,200.96798,200.98766,200.9959,201.00792,201.02695,201.04288,201.06381,201.08068,201.09755
200.50154,200.53526,200.57428,200.6059,200.63581,200.66851,200.70261,200.73073,200.75948,200.78655,200.81239,200.83818,200.86367,200.88478,200.9024,200.92881,200.94535,200.96385,200.98511,201.0046,201.02764,201.05067,201.0814,201.11212
200.50856,200.5304,200.55078,200.58073,200.61056,200.63296,200.65819,200.68995,200.7194,200.74368,200.77189,200.79397,200.81722,200.83964,200.85755,200.88015,200.9048,200.9321,200.96225,200.98549,201.01226,201.03887,201.07617,201.11347
200.50856,200.5304,200.55078,200.58073,200.61056,200.63296,200.65819,200.68995,200.7194,200.74368,200.77189,200.79397,200.81722,200.83964,200.85755,200.88015,200.9048,200.9321,200.96225,200.98549,201.01226,201.03887,201.07617,201.11347
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,1.52803,,,,,,,,,,,,,,,,,,,,,
