0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
200.66298,200.56468,200.61833,200.59379,200.55161,200.61696,200.59867,200.60294,200.60712,200.56584,200.59274,200.62354,200.60378,200.59497,200.60614,200.59584,200.62258,200.60496,200.6187,200.60091,200.61317,200.56182,200.58524,200.63279,
200.62122,200.63732,200.53315,200.6392,200.59159,200.58438,200.59411,200.63811,200.54661,200.59153,200.65197,200.59779,200.6156,200.57407,200.61739,200.6478,200.63412,200.58679,200.62696,200.59414,200.58594,200.65432,200.59574,200.59265,
200.62535,200.63172,200.60447,200.57757,200.63531,200.54196,200.65174,200.57506,200.56417,200.62465,200.62011,200.62478,200.61657,200.60507,200.59899,200.62928,200.6551,200.628,200.58391,200.6598,200.55834,200.66262,200.5838,200.65253,
200.63145,200.62266,200.64931,200.55703,200.60797,200.60099,200.61888,200.56613,200.61231,200.62034,200.6453,200.60693,200.61126,200.62496,200.60162,200.65987,200.62883,200.63316,200.59092,200.64247,200.63719,200.60265,200.63561,200.63789,
200.71776,200.58947,200.57311,200.6473,200.5672,200.65781,200.57437,200.57192,200.63694,200.63555,200.63496,200.61028,200.64332,200.6054,200.61771,200.65159,200.62378,200.69575,200.61225,200.60581,200.66186,200.55445,200.67574,200.62858,
200.6629,200.61171,200.56336,200.64625,200.57471,200.65642,200.55022,200.62336,200.62948,200.64706,200.63073,200.63576,200.60473,200.66765,200.6017,200.62978,200.67006,200.63235,200.68462,200.61081,200.63338,200.60864,200.66116,200.55999,
200.6567,200.65576,200.5618,200.58341,200.65965,200.59347,200.56812,200.66589,200.64877,200.62232,200.64861,200.60923,200.64225,200.66794,200.64622,200.62036,200.63415,200.63773,200.67034,200.6486,200.66805,200.6379,200.61682,200.61219,
200.62225,200.65151,200.64307,200.5448,200.67359,200.56078,200.62452,200.64278,200.62993,200.64977,200.64563,200.63155,200.66209,200.64531,200.64911,200.65027,200.6151,200.67339,200.65276,200.698,200.59938,200.68652,200.62935,200.61938,
200.65681,200.60149,200.65697,200.57889,200.65744,200.56581,200.63218,200.61479,200.69237,200.64361,200.63971,200.6735,200.643,200.65274,200.66023,200.6317,200.64869,200.66611,200.66702,200.68714,200.61246,200.67966,200.62536,200.65601,
200.69685,200.59555,200.66585,200.55776,200.6551,200.56087,200.66901,200.67487,200.63742,200.63409,200.67313,200.64846,200.67228,200.67015,200.64656,200.65572,200.65648,200.64288,200.67307,200.72112,200.6158,200.67396,200.61912,200.69942,
200.70274,200.56881,200.65308,200.59462,200.65142,200.57766,200.67395,200.67411,200.65334,200.6638,200.65444,200.63426,200.70664,200.64937,200.67829,200.65137,200.65971,200.66134,200.67298,200.70173,200.64369,200.69083,200.61551,200.70657,
200.6586,200.63466,200.63704,200.6136,200.65602,200.58379,200.66734,200.68452,200.65724,200.64348,200.66732,200.66697,200.69905,200.64972,200.68954,200.66297,200.66142,200.68566,200.66026,200.72284,200.63464,200.66643,200.66552,200.67899,
200.68873,200.60195,200.67219,200.59774,200.67327,200.6001,200.6463,200.70946,200.66523,200.64643,200.67822,200.67537,200.66939,200.69399,200.67138,200.65349,200.68561,200.68479,200.66607,200.72966,200.6266,200.67205,200.65802,200.68369,
200.67463,200.62508,200.67687,200.60759,200.67535,200.59279,200.67961,200.69269,200.66206,200.66551,200.68042,200.67015,200.692,200.67362,200.66371,200.70041,200.63842,200.72976,200.71077,200.69659,200.63884,200.68144,200.6717,200.69849,
200.66867,200.69105,200.62651,200.61253,200.69143,200.6117,200.66154,200.68654,200.65647,200.69057,200.67396,200.67468,200.66566,200.71597,200.67302,200.68239,200.69195,200.71394,200.70924,200.67661,200.69895,200.6729,200.67165,200.689,
200.71153,200.68955,200.59323,200.64587,200.66198,200.68363,200.60453,200.69186,200.68092,200.68133,200.69729,200.66991,200.68066,200.70486,200.68079,200.69287,200.72525,200.68628,200.69463,200.69383,200.697,200.65096,200.69521,200.686,
200.74264,200.65898,200.62282,200.68834,200.62141,200.6936,200.63117,200.64913,200.71853,200.68755,200.67714,200.69888,200.69492,200.68569,200.70368,200.69154,200.70331,200.73428,200.7284,200.66193,200.70519,200.66684,200.68561,200.70659,
200.7361,200.65151,200.64251,200.66915,200.62305,200.70513,200.65824,200.64322,200.69167,200.69645,200.71555,200.68182,200.68887,200.70051,200.70435,200.7079,200.73586,200.73271,200.64159,200.71663,200.70509,200.66435,200.72487,200.72046,
200.73806,200.69651,200.67759,200.66163,200.64946,200.64064,200.70716,200.63536,200.67433,200.71071,200.7086,200.70537,200.68808,200.71369,200.67707,200.73959,200.74873,200.69693,200.66985,200.72873,200.6967,200.67114,200.69283,200.75362,
200.82949,200.71187,200.64453,200.64389,200.67621,200.63738,200.72192,200.66761,200.65153,200.71846,200.69508,200.72389,200.71003,200.69668,200.71111,200.72656,200.72656,200.70186,200.72199,200.70472,200.69665,200.73531,200.6575,200.7495,
200.78444,200.65158,200.67587,200.71956,200.64199,200.68276,200.66289,200.71173,200.65955,200.69068,200.70925,200.73268,200.7105,200.70546,200.70387,200.74644,200.71984,200.70219,200.73758,200.66646,200.72521,200.73537,200.70577,200.71778,
200.70323,200.64101,200.70607,200.71313,200.65609,200.69663,200.64489,200.71665,200.67485,200.70089,200.71344,200.73861,200.69829,200.72186,200.73011,200.72349,200.70425,200.72223,200.71602,200.70516,200.75605,200.70255,200.73948,200.67748,
200.79441,200.63521,200.69264,200.67592,200.72597,200.67738,200.70396,200.65021,200.72758,200.68237,200.7308,200.71553,200.7216,200.68291,200.76854,200.72044,200.69964,200.72741,200.72534,200.72842,200.7097,200.73307,200.68042,200.6897,
200.81797,200.65666,200.69137,200.67484,200.72818,200.66471,200.74407,200.67274,200.71188,200.68827,200.72944,200.74157,200.72495,200.6855,200.75282,200.71222,200.72792,200.75542,200.67951,200.76008,200.69254,200.73425,200.64281,200.72654,
,,,,,,,,,,,,,,,,,,,,,,,,
,,0.29634,,,,,,,,,,,,,,,,,,,,,,
